File name;Lines in the file;Matched lines;Error matched lines;Number of matched SNPs;Number of Alleles matched;Number of rules triggered
user325_file149_yearofbirth_1987_sex_XY.23andme.txt;960545;286;11;275;10;4
user328_file316_yearofbirth_1992_sex_XY.23andme.txt;960613;284;9;275;10;5
user326_file144_yearofbirth_1987_sex_unknown.23andme.txt;960545;286;10;276;10;4
user330_file146_yearofbirth_unknown_sex_XY.23andme.txt;960545;286;12;274;16;5
user329_file148_yearofbirth_unknown_sex_unknown.23andme.txt;960545;290;11;279;12;5
user332_file147_yearofbirth_unknown_sex_XX.23andme.txt;960545;290;11;279;12;4
user337_file152_yearofbirth_unknown_sex_unknown.23andme.txt;960545;286;10;276;11;4
user33_file12_yearofbirth_unknown_sex_unknown.23andme.txt;991600;297;12;269;418;42
user341_file155_yearofbirth_unknown_sex_unknown.23andme.txt;960545;290;13;277;15;5
user345_file192_yearofbirth_unknown_sex_unknown.23andme.txt;960566;290;19;271;6;4
user347_file157_yearofbirth_1952_sex_XX.23andme.txt;991624;301;12;269;418;42
user349_file160_yearofbirth_1987_sex_XY.23andme.txt;960545;286;14;272;10;4
user352_file161_yearofbirth_unknown_sex_unknown.23andme.txt;991624;301;12;289;10;4
user366_file167_yearofbirth_1950_sex_XY.23andme.txt;960545;286;10;276;10;5
user368_file168_yearofbirth_1958_sex_XX.23andme.txt;960545;290;15;275;12;5
user363_file165_yearofbirth_unknown_sex_unknown.23andme.txt;960545;286;18;268;10;4
user357_file163_yearofbirth_unknown_sex_unknown.23andme.txt;960520;286;12;269;418;42
user36_file14_yearofbirth_1986_sex_XY.23andme.txt;996065;307;17;290;18;5
user374_file169_yearofbirth_unknown_sex_unknown.23andme.txt;960545;286;12;274;11;4
user377_file171_yearofbirth_unknown_sex_unknown.23andme.txt;960545;286;11;275;13;4
user387_file173_yearofbirth_unknown_sex_unknown.23andme.txt;960545;290;13;277;8;5
user380_file172_yearofbirth_unknown_sex_XY.23andme.txt;960545;286;10;276;14;4
user394_file175_yearofbirth_1954_sex_XY.23andme.txt;960545;286;11;275;11;4
user38_file16_yearofbirth_1977_sex_XY.23andme.txt;960520;286;10;276;15;5
user397_file178_yearofbirth_1961_sex_XY.23andme.txt;960520;286;10;276;9;7
user403_file180_yearofbirth_1952_sex_XY.23andme.txt;960565;286;11;275;10;5
user407_file182_yearofbirth_unknown_sex_unknown.23andme.txt;960565;290;11;279;8;4
user40_file32_yearofbirth_unknown_sex_unknown.23andme.txt;960520;286;10;276;10;7
user409_file202_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;16;270;5;4
user411_file183_yearofbirth_unknown_sex_unknown.23andme.txt;966977;297;20;277;12;5
user420_file184_yearofbirth_unknown_sex_unknown.23andme.txt;960545;286;13;273;9;7
user423_file185_yearofbirth_unknown_sex_unknown.23andme.txt;960565;286;11;275;10;5
user430_file328_yearofbirth_1986_sex_XX.23andme.txt;960545;286;15;271;13;4
user429_file187_yearofbirth_unknown_sex_unknown.23andme.txt;966983;298;21;277;15;4
user42_file18_yearofbirth_1985_sex_XY.23andme.txt;966983;298;20;278;8;4
user436_file189_yearofbirth_unknown_sex_unknown.23andme.txt;960566;290;10;280;12;4
user437_file190_yearofbirth_1973_sex_XY.23andme.txt;996062;306;17;289;11;4
user439_file191_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;10;276;13;5
user440_file193_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;14;272;11;5
user441_file199_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;12;274;9;4
user44_file19_yearofbirth_1970_sex_XY.23andme.txt;996065;307;17;290;11;5
user442_file194_yearofbirth_1988_sex_XY.23andme.txt;960566;286;10;276;10;4
user463_file197_yearofbirth_1985_sex_XY.23andme.txt;960545;286;10;276;11;4
user464_file198_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;10;276;9;4
user468_file200_yearofbirth_1978_sex_XX.23andme.txt;960566;290;10;280;11;5
user466_file447_yearofbirth_1983_sex_unknown.23andme.txt;960613;284;8;276;11;4
user469_file201_yearofbirth_1993_sex_XY.23andme.txt;960566;286;10;276;11;4
user473_file208_yearofbirth_unknown_sex_unknown.23andme.txt;960545;286;10;276;15;5
user478_file212_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;13;273;8;4
user479_file213_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;14;272;8;4
user47_file21_yearofbirth_1984_sex_XY.23andme.txt;960520;286;13;273;15;4
user480_file214_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;10;276;11;4
user481_file215_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;12;274;12;4
user483_file216_yearofbirth_unknown_sex_unknown.23andme.txt;960566;290;10;280;13;4
user486_file218_yearofbirth_unknown_sex_unknown.23andme.txt;966983;298;20;278;9;4
user484_file217_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;12;274;14;5
user494_file222_yearofbirth_unknown_sex_unknown.23andme.txt;966983;298;19;279;10;5
user491_file221_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;12;274;8;4
user495_file223_yearofbirth_1965_sex_XX.23andme.txt;960566;290;11;279;14;7
user497_file224_yearofbirth_unknown_sex_unknown.23andme.txt;966983;298;20;278;10;7
user500_file286_yearofbirth_1956_sex_XY.23andme.txt;960613;284;7;277;13;5
user502_file226_yearofbirth_unknown_sex_unknown.23andme.txt;960566;290;11;279;12;5
user503_file274_yearofbirth_1962_sex_XX.23andme.txt;960613;288;9;279;13;4
user505_file229_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;12;274;10;5
user513_file234_yearofbirth_unknown_sex_unknown.23andme.txt;966983;302;20;282;8;4
user519_file236_yearofbirth_1987_sex_XY.23andme.txt;960566;286;15;269;418;42
user51_file119_yearofbirth_1961_sex_XY.23andme.txt;966983;298;20;278;14;5
user526_file239_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;10;276;9;4
user528_file240_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;12;274;10;7
user533_file242_yearofbirth_1984_sex_XY.23andme.txt;960566;286;10;276;9;5
user530_file241_yearofbirth_1970_sex_XY.23andme.txt;960566;286;13;273;13;5
user538_file245_yearofbirth_unknown_sex_unknown.23andme.txt;960545;286;12;274;12;5
user53_file22_yearofbirth_unknown_sex_unknown.23andme.txt;960520;286;10;276;9;4
user539_file246_yearofbirth_1983_sex_XX.23andme.txt;960566;290;11;279;9;4
user541_file247_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;12;274;12;5
user549_file252_yearofbirth_1948_sex_XY.23andme.txt;960566;286;12;274;14;5
user544_file250_yearofbirth_unknown_sex_unknown.23andme.txt;966983;302;22;280;13;5
user54_file23_yearofbirth_1972_sex_XY.23andme.txt;966983;298;20;278;14;4
user554_file256_yearofbirth_1948_sex_XY.23andme.txt;960613;284;8;276;14;5
user555_file253_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;13;4
user556_file254_yearofbirth_unknown_sex_unknown.23andme.txt;991786;296;8;288;11;4
user558_file255_yearofbirth_unknown_sex_unknown.23andme.txt;960566;286;11;275;11;4
user563_file258_yearofbirth_1980_sex_XY.23andme.txt;960613;284;9;275;10;5
user55_file24_yearofbirth_unknown_sex_unknown.23andme.txt;960520;286;10;276;9;4
user561_file257_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;8;280;11;1
user567_file259_yearofbirth_unknown_sex_XX.23andme.txt;960613;288;9;279;9;5
user569_file260_yearofbirth_unknown_sex_unknown.23andme.txt;999215;298;9;289;12;7
user56_file25_yearofbirth_unknown_sex_unknown.23andme.txt;989791;298;21;277;11;4
user574_file262_yearofbirth_1959_sex_XY.23andme.txt;966977;297;21;276;11;4
user572_file261_yearofbirth_unknown_sex_unknown.23andme.txt;966977;297;20;277;15;5
user578_file263_yearofbirth_1980_sex_XX.23andme.txt;966983;302;20;282;12;4
user585_file270_yearofbirth_unknown_sex_XY.23andme.txt;960613;284;7;277;14;5
user583_file268_yearofbirth_1983_sex_XY.23andme.txt;960613;284;9;275;11;4
user588_file428_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;9;275;9;4
user584_file269_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;9;4
user581_file266_yearofbirth_unknown_sex_unknown.23andme.txt;960545;286;11;275;10;4
user58_file26_yearofbirth_1985_sex_XX.23andme.txt;966977;297;20;277;9;4
user589_file273_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;10;274;7;4
user594_file276_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;13;5
user595_file277_yearofbirth_unknown_sex_unknown.23andme.txt;991645;301;11;290;12;4
user602_file279_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;11;273;8;4
user607_file281_yearofbirth_1976_sex_XY.23andme.txt;960613;284;7;277;9;5
user604_file280_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;9;275;10;7
user609_file401_yearofbirth_1988_sex_XY.23andme.txt;960613;284;10;274;10;4
user610_file301_yearofbirth_1981_sex_XY.23andme.txt;960613;284;10;274;12;4
user60_file27_yearofbirth_1982_sex_XY.23andme.txt;991600;297;11;286;13;4
user613_file285_yearofbirth_unknown_sex_XY.23andme.txt;991786;296;8;288;10;5
user615_file287_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;10;7
user616_file288_yearofbirth_unknown_sex_unknown.23andme.txt;960566;290;12;278;7;4
user61_file28_yearofbirth_unknown_sex_unknown.23andme.txt;996065;307;17;290;10;4
user626_file290_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;9;4
user627_file291_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;9;275;11;7
user636_file292_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;13;4
user637_file293_yearofbirth_1989_sex_XY.23andme.txt;960613;284;8;276;7;4
user63_file31_yearofbirth_unknown_sex_unknown.23andme.txt;996065;307;17;290;9;4
user645_file296_yearofbirth_1978_sex_XY.23andme.txt;960613;284;10;274;9;4
user646_file297_yearofbirth_1955_sex_XY.23andme.txt;960613;284;9;275;7;4
user648_file298_yearofbirth_1987_sex_XY.23andme.txt;960520;286;11;275;8;4
user649_file335_yearofbirth_1985_sex_unknown.23andme.txt;960613;284;8;276;11;7
user651_file300_yearofbirth_1962_sex_XY.23andme.txt;960613;284;9;275;10;5
user650_file299_yearofbirth_1984_sex_XY.23andme.txt;960613;284;8;276;10;4
user662_file340_yearofbirth_unknown_sex_unknown.23andme.txt;991786;300;9;291;13;5
user667_file308_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;9;5
user668_file309_yearofbirth_unknown_sex_unknown.23andme.txt;991786;296;9;287;12;5
user669_file471_yearofbirth_1970_sex_XY.23andme.txt;960613;284;8;276;11;4
user672_file311_yearofbirth_1937_sex_XX.23andme.txt;960613;288;10;278;12;4
user673_file312_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;7;277;13;5
user678_file315_yearofbirth_1971_sex_XY.23andme.txt;991786;296;8;288;13;4
user675_file313_yearofbirth_unknown_sex_unknown.23andme.txt;960520;290;12;278;10;4
user684_file319_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;7;281;15;5
user685_file545_yearofbirth_1979_sex_XX.23andme.txt;960613;288;10;278;7;4
user688_file320_yearofbirth_1975_sex_XX.23andme.txt;960613;288;8;280;12;4
user69_file33_yearofbirth_1990_sex_XY.23andme.txt;966983;298;19;279;9;4
user6_file5_yearofbirth_1959_sex_XY.23andme.txt;1265016;235;4;231;14;4
user701_file325_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;7;269;418;42
user706_file326_yearofbirth_1974_sex_XY.23andme.txt;991786;296;8;288;15;4
user707_file329_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;12;4
user708_file330_yearofbirth_1986_sex_XY.23andme.txt;960520;286;12;274;10;4
user715_file350_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;8;280;13;4
user721_file336_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;9;279;9;4
user722_file337_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;9;275;11;10
user726_file338_yearofbirth_1966_sex_XY.23andme.txt;1001422;302;8;294;15;4
user729_file339_yearofbirth_1969_sex_XY.23andme.txt;960613;284;8;276;12;4
user732_file342_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;8;280;12;4
user735_file344_yearofbirth_unknown_sex_unknown.23andme.txt;966983;298;20;278;11;5
user738_file348_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;8;280;10;4
user740_file349_yearofbirth_unknown_sex_unknown.23andme.txt;960545;286;12;274;11;4
user745_file352_yearofbirth_1972_sex_XY.23andme.txt;960613;284;9;275;13;4
user747_file353_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;10;278;10;4
user749_file355_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;7;277;11;5
user74_file48_yearofbirth_unknown_sex_XY.23andme.txt;960520;286;10;276;10;4
user754_file356_yearofbirth_unknown_sex_unknown.23andme.txt;960520;286;16;270;10;5
user758_file387_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;9;4
user75_file39_yearofbirth_1982_sex_XY.23andme.txt;966983;298;20;278;14;5
user761_file360_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;10;278;8;4
user762_file361_yearofbirth_unknown_sex_unknown.23andme.txt;966983;302;20;282;11;4
user763_file382_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;10;4
user764_file362_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;9;275;10;4
user775_file365_yearofbirth_1966_sex_XY.23andme.txt;960613;284;10;274;10;4
user776_file366_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;11;277;8;4
user777_file367_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;10;274;14;7
user778_file368_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;11;7
user779_file369_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;14;4
user77_file40_yearofbirth_1981_sex_XY.23andme.txt;903130;37;13;24;0;0
user781_file372_yearofbirth_1953_sex_XX.23andme.txt;960613;288;8;280;10;4
user782_file371_yearofbirth_unknown_sex_XX.23andme.txt;960613;288;11;277;9;4
user784_file400_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;10;274;13;5
user784_file444_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;10;269;418;42
user785_file378_yearofbirth_1987_sex_XY.23andme.txt;960613;284;9;275;13;5
user788_file374_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;9;279;10;4
user790_file376_yearofbirth_unknown_sex_unknown.23andme.txt;960545;290;12;278;8;4
user792_file377_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;10;274;13;5
user795_file379_yearofbirth_1987_sex_XX.23andme.txt;966983;302;22;269;418;42
user798_file380_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;8;280;11;4
user799_file381_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;10;278;11;4
user803_file383_yearofbirth_1978_sex_XX.23andme.txt;960613;288;13;275;10;7
user805_file386_yearofbirth_unknown_sex_unknown.23andme.txt;991786;300;8;292;15;4
user806_file388_yearofbirth_1967_sex_XY.23andme.txt;960613;284;10;274;10;4
user807_file389_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;7;277;11;4
user808_file390_yearofbirth_unknown_sex_XY.23andme.txt;991786;296;8;288;12;5
user80_file41_yearofbirth_1979_sex_XY.23andme.txt;960520;286;10;276;13;4
user811_file393_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;10;278;14;5
user816_file395_yearofbirth_1983_sex_XY.23andme.txt;960613;284;10;274;13;5
user81_file42_yearofbirth_1977_sex_XY.23andme.txt;966983;298;19;279;7;4
user820_file397_yearofbirth_1989_sex_XY.23andme.txt;960613;284;15;269;10;4
user832_file410_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;9;4
user82_file43_yearofbirth_unknown_sex_unknown.23andme.txt;966977;297;20;277;12;5
user836_file413_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;10;274;15;5
user839_file415_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;10;269;418;42
user842_file417_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;9;279;8;4
user850_file420_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;11;5
user854_file424_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;10;274;8;4
user853_file423_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;8;4
user855_file425_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;8;276;13;4
user865_file427_yearofbirth_1979_sex_XY.23andme.txt;960545;286;10;276;10;4
user869_file426_yearofbirth_unknown_sex_unknown.23andme.txt;966977;297;19;278;11;5
user86_file159_yearofbirth_1986_sex_XY.23andme.txt;960545;286;10;276;11;4
user885_file431_yearofbirth_1982_sex_XY.23andme.txt;991786;296;8;288;13;5
user887_file432_yearofbirth_1946_sex_XY.23andme.txt;960613;284;10;274;11;5
user898_file441_yearofbirth_1979_sex_XY.23andme.txt;960613;284;8;276;9;4
user899_file436_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;11;277;11;4
user8_file2_yearofbirth_unknown_sex_XX.23andme.txt;966983;302;19;283;11;4
user903_file438_yearofbirth_1939_sex_XY.23andme.txt;960613;284;11;273;13;5
user906_file440_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;11;273;10;7
user907_file442_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;12;272;11;5
user909_file446_yearofbirth_1979_sex_XY.23andme.txt;960613;284;8;276;11;4
user910_file448_yearofbirth_1982_sex_unknown.23andme.txt;960613;288;9;279;9;4
user911_file449_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;11;277;11;4
user912_file450_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;14;274;9;5
user915_file451_yearofbirth_unknown_sex_unknown.23andme.txt;991786;296;8;288;13;5
